;Scopy version,b3d077f6
;Exported on,Saturday April 12/04/2025
;Device,M2K
;Nr of samples,2000
;Sample rate,0
;Tool,Network Analyzer
;Additional Information,Reference channel: 1
Sample,Frequency(Hz),Magnitude(dB),Phase(°)
660,20924.8,-14.7072,-120.609
661,21021.4,-14.7727,-120.346
662,21118.5,-14.8076,-121.188
663,21216,-14.8918,-120.477
664,21314,-14.8847,-119.946
665,21412.4,-14.9291,-121.32
666,21511.3,-14.8728,-121.536
667,21610.6,-15.1066,-120.878
668,21710.4,-15.1674,-121.579
669,21810.7,-15.2993,-121.543
670,21911.4,-15.2802,-121.771
671,22012.6,-15.4338,-121.814
672,22114.3,-15.3921,-122.914
673,22216.4,-15.4358,-122.622
674,22319,-15.4446,-122.19
675,22422.1,-15.5261,-123.168
676,22525.6,-15.4739,-122.958
677,22629.6,-15.6741,-123.859
678,22734.1,-15.5557,-123.641
679,22839.1,-15.7542,-123.231
680,22944.6,-15.8446,-123.857
681,23050.6,-15.8172,-123.474
682,23157,-16.0133,-124.186
683,23263.9,-15.8496,-124.635
684,23371.4,-16.1721,-125.131
685,23479.3,-16.1537,-124.821
686,23587.7,-16.0923,-124.513
687,23696.7,-16.2647,-124.939
688,23806.1,-16.3235,-125.625
689,23916,-16.4695,-125.93
690,24026.5,-16.4248,-125.714
691,24137.4,-16.56,-125.266
692,24248.9,-16.4946,-126.674
693,24360.9,-16.6323,-126.483
694,24473.4,-16.6499,-127.521
695,24586.4,-16.7779,-127.232
696,24700,-16.6358,-126.606
697,24814,-16.7703,-127.705
698,24928.6,-16.9117,-127.768
699,25043.7,-16.8749,-128.395
700,25159.4,-17.008,-127.379
701,25275.6,-17.0795,-128.137
702,25392.3,-17.0544,-127.635
703,25509.6,-17.1536,-128.32
704,25627.4,-17.2785,-128.63
705,25745.7,-17.442,-128.536
706,25864.6,-17.4234,-128.706
707,25984.1,-17.3659,-130.108
708,26104.1,-17.5628,-130.067
709,26224.6,-17.6306,-129.663
710,26345.7,-17.7628,-130.366
711,26467.4,-17.6698,-129.367
712,26589.6,-17.7981,-130.348
713,26712.4,-17.8708,-129.384
714,26835.8,-17.9381,-130.028
715,26959.7,-17.9762,-130.585
716,27084.2,-18.0857,-131.67
717,27209.3,-17.9902,-130.879
718,27335,-18.1214,-131.146
719,27461.2,-18.1516,-130.532
720,27588,-18.2508,-132.268
721,27715.4,-18.2977,-132.05
722,27843.4,-18.3967,-132.977
723,27972,-18.4524,-131.634
724,28101.2,-18.5047,-132.244
725,28230.9,-18.4798,-133.399
726,28361.3,-18.5586,-133.185
727,28492.3,-18.7228,-133.131
728,28623.9,-18.6825,-132.248
729,28756.1,-18.803,-133.991
730,28888.9,-18.9256,-133.591
731,29022.3,-18.7804,-133.956
732,29156.3,-18.9142,-134.292
733,29290.9,-19.0191,-134.172
734,29426.2,-19.0176,-135.128
735,29562.1,-19.0802,-134.318
736,29698.6,-19.2366,-135.056
737,29835.8,-19.3289,-134.902
738,29973.6,-19.2549,-135.321
739,30112,-19.4064,-134.84
