;Scopy version,8ade0b5a
;Exported on,Thursday April 03/04/2025
;Device,M2K
;Nr of samples,1000
;Sample rate,0
;Tool,Network Analyzer
;Additional Information,Reference channel: 1
Sample,Frequency(Hz),Magnitude(dB),Phase(°)
64,2.80833,-0.00697747,0.00726574
65,2.85401,-0.010994,-0.0265899
66,2.90043,-0.0147617,0.0266732
67,2.94761,-0.0159984,-0.21082
68,2.99555,-0.00899485,-0.0185478
69,3.04427,-0.0173835,-0.18446
70,3.09379,-0.0100961,-0.124257
71,3.14411,-0.00558807,0.000810888
72,3.19525,-0.00664676,0.052148
73,3.24722,-0.0158701,-0.124302
74,3.30003,-0.01011,0.0426388
75,3.35371,-0.012833,-0.0294936
76,3.40826,-0.0103165,-0.0196653
77,3.46369,-0.0137311,0.00217818
78,3.52003,-0.0152015,-0.0988084
79,3.57729,-0.0112583,-0.141526
80,3.63547,-0.00664747,-0.0311593
81,3.6946,-0.0228526,-0.0539266
82,3.75469,-0.0130705,0.0246621
83,3.81576,-0.0179805,-0.21297
84,3.87783,-0.0156305,-0.0568773
85,3.9409,-0.0188116,-0.0672199
86,4.005,-0.0179314,-0.0786163
87,4.07014,-0.0135596,0.00791938
88,4.13634,-0.0173707,-0.0197988
89,4.20362,-0.0155253,-0.0201494
90,4.27199,-0.0119963,-0.0329775
91,4.34148,-0.0134729,0.0192023
92,4.41209,-0.0157236,-0.146095
93,4.48386,-0.0149525,0.0661739
94,4.55679,-0.0205123,-0.078657
95,4.6309,-0.012348,0.0320935
96,4.70622,-0.0122713,0.0165799
97,4.78277,-0.0149611,-0.0994367
98,4.86056,-0.0118541,-0.0309922
99,4.93962,-0.0179274,-0.0553231
100,5.01997,-0.0133897,-0.0195355
101,5.10162,-0.0144381,-0.0706907
102,5.18459,-0.012946,-0.106188
103,5.26892,-0.0133518,-0.0194463
104,5.35462,-0.013534,-0.0200814
105,5.44171,-0.0150103,-0.081296
106,5.53022,-0.0181844,-0.106671
107,5.62017,-0.0115691,-0.00706471
108,5.71159,-0.0133553,-0.0740673
109,5.80449,-0.0145708,-0.0382048
110,5.8989,-0.0132722,-0.00481421
111,5.99484,-0.0157488,-0.0194297
112,6.09235,-0.0145659,-0.0550638
113,6.19144,-0.0144999,-0.0511715
114,6.29215,-0.0145767,-0.0380056
115,6.39449,-0.0139243,-0.0229409
116,6.4985,-0.0125704,-0.0285025
117,6.60419,-0.0140496,-0.0339304
118,6.71161,-0.0131646,-0.064627
119,6.82078,-0.0102744,-0.0315963
120,6.93172,-0.0158522,-0.0582195
121,7.04446,-0.0134706,-0.00715518
122,7.15904,-0.0126238,-0.0328402
123,7.27548,-0.0155825,-0.0469853
124,7.39382,-0.0158804,-0.0235395
125,7.51408,-0.0145962,-0.0258931
126,7.6363,-0.0120279,-0.0344187
127,7.7605,-0.0158309,-0.0397626
128,7.88673,-0.016963,-0.0210622
129,8.01501,-0.0166463,-0.0311367
130,8.14537,-0.0160311,-0.0402566
131,8.27786,-0.0153459,-0.0627133
132,8.4125,-0.0106735,-0.039582
133,8.54933,-0.0158564,-0.0231102
134,8.68838,-0.0133843,-0.0131848
135,8.8297,-0.0136457,-0.0305803
136,8.97332,-0.0117911,-0.0491923
137,9.11927,-0.0148205,-0.0258089
138,9.26759,-0.0137768,-0.0399791
139,9.41833,-0.0156584,-0.0718427
140,9.57152,-0.015382,-0.0330599
141,9.7272,-0.013753,-0.0496306
142,9.88542,-0.0151023,-0.0375614
143,10.0462,-0.0126017,-0.032431
144,10.2096,-0.0143255,-0.0230754
145,10.3757,-0.0132268,-0.0346837
146,10.5444,-0.0138018,-0.0573701
147,10.7159,-0.0136664,-0.0403149
148,10.8902,-0.0148411,-0.0447002
149,11.0674,-0.0145692,-0.0368062
150,11.2474,-0.0157934,-0.0302271
151,11.4303,-0.0160838,-0.0442897
152,11.6162,-0.0130089,-0.0406394
153,11.8052,-0.013505,-0.042786
154,11.9972,-0.0157219,-0.0504797
155,12.1923,-0.0158771,-0.0571983
156,12.3906,-0.013543,-0.0623618
157,12.5922,-0.0151168,-0.0488666
158,12.797,-0.0155815,-0.0572321
159,13.0051,-0.0164442,-0.0660729
160,13.2166,-0.0148334,-0.0588006
161,13.4316,-0.0148263,-0.0335634
162,13.6501,-0.0140948,-0.0668884
163,13.8721,-0.0146522,-0.0701421
164,14.0977,-0.013913,-0.0604873
165,14.327,-0.0148939,-0.0489667
166,14.5601,-0.0137081,-0.0576825
167,14.7969,-0.0131961,-0.0658635
168,15.0376,-0.0119179,-0.0747075
169,15.2821,-0.0145216,-0.0638633
170,15.5307,-0.0147894,-0.0617188
171,15.7833,-0.0134737,-0.0728962
172,16.04,-0.0159022,-0.0682092
173,16.3009,-0.013783,-0.0829555
174,16.5661,-0.0141826,-0.0659559
175,16.8355,-0.0151032,-0.066421
176,17.1093,-0.0142313,-0.0787804
177,17.3876,-0.0123683,-0.0782233
178,17.6704,-0.0153329,-0.0657319
179,17.9578,-0.0168582,-0.0726641
180,18.2499,-0.013076,-0.0695259
181,18.5468,-0.0146241,-0.0575912
182,18.8484,-0.0156344,-0.0700436
183,19.155,-0.0142483,-0.0799133
184,19.4666,-0.0159342,-0.0875171
185,19.7832,-0.0153064,-0.0740764
186,20.105,-0.0153916,-0.0680056
187,20.432,-0.0154968,-0.0784321
188,20.7643,-0.0151212,-0.0739672
189,21.102,-0.0136718,-0.085312
190,21.4453,-0.0141457,-0.0951164
191,21.7941,-0.0150044,-0.0886188
192,22.1486,-0.0143915,-0.096033
193,22.5088,-0.0148588,-0.0918185
194,22.8749,-0.0154379,-0.0787347
195,23.247,-0.0147702,-0.0933148
196,23.6251,-0.0130817,-0.0828433
197,24.0093,-0.0150504,-0.0898043
198,24.3999,-0.0144653,-0.102256
199,24.7967,-0.0147688,-0.08533
200,25.2,-0.0134829,-0.0976232
201,25.6099,-0.0145309,-0.114337
202,26.0265,-0.0145018,-0.106444
203,26.4498,-0.0155652,-0.105328
204,26.88,-0.014383,-0.100382
205,27.3172,-0.0152483,-0.115359
206,27.7615,-0.0147493,-0.108655
207,28.2131,-0.015826,-0.114147
208,28.672,-0.0149356,-0.124214
209,29.1383,-0.0145322,-0.113149
210,29.6123,-0.0147175,-0.117024
211,30.0939,-0.0144244,-0.107879
212,30.5834,-0.0140489,-0.133188
213,31.0808,-0.014117,-0.129096
214,31.5864,-0.0145443,-0.113495
215,32.1001,-0.0164272,-0.107107
216,32.6222,-0.0143196,-0.126265
217,33.1528,-0.0150218,-0.140334
218,33.6921,-0.0167764,-0.13419
219,34.2401,-0.0150783,-0.140185
220,34.797,-0.0159619,-0.137654
221,35.363,-0.014607,-0.149332
222,35.9381,-0.0161798,-0.138026
223,36.5227,-0.0158417,-0.145486
224,37.1167,-0.015304,-0.153198
225,37.7204,-0.0172316,-0.149182
226,38.334,-0.0151644,-0.155138
227,38.9575,-0.0149201,-0.159969
228,39.5911,-0.0172868,-0.149246
229,40.2351,-0.0137008,-0.160192
230,40.8895,-0.017897,-0.175857
231,41.5546,-0.0148859,-0.181189
232,42.2304,-0.0152275,-0.167934
233,42.9173,-0.0146134,-0.169217
234,43.6154,-0.0138255,-0.158911
235,44.3248,-0.0169169,-0.171688
236,45.0457,-0.0159638,-0.167435
237,45.7784,-0.0154247,-0.190763
238,46.523,-0.0156335,-0.186438
239,47.2797,-0.0154619,-0.193906
240,48.0487,-0.0147274,-0.18081
241,48.8302,-0.0146707,-0.18971
242,49.6244,-0.0147608,-0.196487
243,50.4316,-0.0146002,-0.20256
244,51.2519,-0.0158352,-0.198504
245,52.0855,-0.0144476,-0.212283
246,52.9327,-0.0164131,-0.215672
247,53.7936,-0.0139736,-0.20434
248,54.6686,-0.0162679,-0.217975
249,55.5578,-0.0149642,-0.225664
250,56.4614,-0.0152004,-0.219809
251,57.3798,-0.0157265,-0.215677
252,58.3131,-0.0127465,-0.235985
253,59.2615,-0.0140908,-0.230711
254,60.2254,-0.0150009,-0.237929
255,61.205,-0.0167749,-0.246098
256,62.2005,-0.0146783,-0.250019
257,63.2122,-0.0143984,-0.252427
258,64.2403,-0.0131958,-0.230103
259,65.2852,-0.0143242,-0.247949
260,66.3471,-0.0166789,-0.248723
261,67.4262,-0.0151491,-0.254413
262,68.5229,-0.0160561,-0.258969
263,69.6374,-0.014219,-0.274961
264,70.7701,-0.017036,-0.287262
265,71.9212,-0.0152358,-0.281058
266,73.091,-0.0137113,-0.261765
267,74.2798,-0.0161845,-0.302797
268,75.488,-0.0143798,-0.294916
269,76.7158,-0.0128744,-0.305861
270,77.9636,-0.0136942,-0.298663
271,79.2317,-0.0133898,-0.327369
272,80.5204,-0.0147035,-0.296824
273,81.8301,-0.0166427,-0.31733
274,83.161,-0.0182215,-0.322426
275,84.5137,-0.0161824,-0.33781
276,85.8883,-0.0153415,-0.323375
277,87.2853,-0.0138839,-0.335871
278,88.705,-0.0145764,-0.336538
279,90.1478,-0.0165041,-0.332006
280,91.614,-0.0137531,-0.35679
281,93.1041,-0.0158182,-0.372423
282,94.6185,-0.0176658,-0.375625
283,96.1575,-0.0180783,-0.333384
284,97.7215,-0.0175424,-0.368663
285,99.3109,-0.0187175,-0.388423
286,100.926,-0.0164778,-0.409035
287,102.568,-0.0191946,-0.402635
288,104.236,-0.0183724,-0.374862
289,105.931,-0.0190987,-0.405762
290,107.654,-0.0183031,-0.411394
291,109.405,-0.0181886,-0.453425
292,111.185,-0.0159087,-0.40274
293,112.993,-0.0156385,-0.418536
294,114.831,-0.0168341,-0.44981
295,116.699,-0.0162247,-0.453322
296,118.597,-0.0159874,-0.443137
297,120.526,-0.0174811,-0.46144
298,122.486,-0.0215116,-0.450021
299,124.479,-0.0164881,-0.471297
300,126.503,-0.0156883,-0.480588
301,128.561,-0.0182757,-0.490307
302,130.652,-0.0163885,-0.495561
303,132.777,-0.0154202,-0.496273
304,134.937,-0.0185021,-0.515832
305,137.131,-0.0147268,-0.528494
306,139.362,-0.0190612,-0.535138
307,141.629,-0.017614,-0.544194
308,143.932,-0.0143221,-0.537541
309,146.273,-0.0163253,-0.56962
310,148.652,-0.0161974,-0.570248
311,151.07,-0.0169313,-0.592035
312,153.528,-0.0187052,-0.60003
313,156.025,-0.0178318,-0.611587
314,158.562,-0.0154727,-0.609471
315,161.141,-0.0188147,-0.587156
316,163.762,-0.0195165,-0.647043
317,166.426,-0.0187306,-0.639869
318,169.133,-0.0169964,-0.648669
319,171.884,-0.0160324,-0.652639
320,174.68,-0.0174157,-0.681224
321,177.521,-0.0147231,-0.697265
322,180.408,-0.0190751,-0.693787
323,183.343,-0.019334,-0.712251
324,186.325,-0.0184393,-0.738597
325,189.355,-0.0178461,-0.735789
326,192.435,-0.0166539,-0.715405
327,195.565,-0.0175701,-0.742373
328,198.746,-0.0177013,-0.772669
329,201.979,-0.0121608,-0.775318
330,205.264,-0.0142818,-0.794869
331,208.602,-0.0182009,-0.810587
332,211.995,-0.0162249,-0.808784
333,215.443,-0.0167225,-0.796969
334,218.948,-0.0123749,-0.826611
335,222.509,-0.016479,-0.807875
336,226.128,-0.0169851,-0.87608
337,229.806,-0.0195357,-0.879472
338,233.544,-0.0134856,-0.884438
339,237.342,-0.0164662,-0.884682
340,241.203,-0.0201588,-0.949541
341,245.126,-0.016239,-0.921723
342,249.113,-0.0162803,-0.949804
343,253.165,-0.0155183,-0.941303
344,257.283,-0.0140238,-0.971635
345,261.467,-0.0153284,-1.00888
346,265.72,-0.0137746,-1.02227
347,270.042,-0.0103979,-1.02806
348,274.434,-0.0189336,-1.06509
349,278.898,-0.0180039,-1.06338
350,283.434,-0.0155803,-1.09794
351,288.044,-0.0147096,-1.10141
352,292.729,-0.0168264,-1.11146
353,297.491,-0.0148178,-1.12146
354,302.329,-0.014851,-1.14262
355,307.247,-0.0116667,-1.17165
356,312.244,-0.0127869,-1.20273
357,317.323,-0.0119002,-1.20987
358,322.484,-0.006495,-1.24427
359,327.729,-0.0133053,-1.27348
360,333.06,-0.00676069,-1.2814
361,338.477,-0.0127399,-1.28846
362,343.983,-0.00862907,-1.33296
363,349.578,-0.0102928,-1.36036
364,355.263,-0.0134806,-1.39246
365,361.042,-0.0167611,-1.37093
366,366.914,-0.0100613,-1.40295
367,372.882,-0.0121038,-1.38464
368,378.947,0.00100051,-1.40161
369,385.111,-0.0115018,-1.52098
370,391.375,-0.00820968,-1.50217
371,397.74,-0.0129518,-1.51203
372,404.21,-0.0133669,-1.56201
373,410.784,0.00138435,-1.52821
374,417.466,-0.0094927,-1.63514
375,424.256,-0.00827721,-1.63765
376,431.156,-0.0087687,-1.60747
377,438.169,-0.0108925,-1.67333
378,445.296,-0.000905338,-1.74422
379,452.539,0.00115756,-1.73538
380,459.899,0.00419838,-1.79041
381,467.38,-0.00709291,-1.74509
382,474.981,-0.00248035,-1.82379
383,482.707,-0.00261525,-1.78083
384,490.558,-0.0024658,-1.9357
385,498.537,-0.00260151,-1.9332
386,506.646,-0.00045453,-1.89989
387,514.887,0.00683505,-1.97421
388,523.261,-0.000310501,-2.0215
389,531.772,0.00635319,-2.0055
390,540.422,0.00604764,-2.05567
391,549.212,-0.00140065,-2.06791
392,558.145,0.00423894,-2.13164
393,567.223,0.00870998,-2.13255
394,576.449,0.0111465,-2.2303
395,585.825,0.0110404,-2.25418
396,595.353,0.01218,-2.22872
397,605.037,0.0133408,-2.30788
398,614.878,0.0217292,-2.32551
399,624.879,0.0177851,-2.41832
400,635.043,0.0166522,-2.42614
401,645.372,0.0167909,-2.47205
402,655.869,0.0204646,-2.45935
403,666.536,0.0177745,-2.55144
404,677.378,0.0319189,-2.56744
405,688.395,0.0268195,-2.6266
406,699.592,0.0252551,-2.75389
407,710.971,0.0334176,-2.70904
408,722.535,0.0362297,-2.81944
409,734.287,0.0287551,-2.87493
410,746.23,0.0391341,-2.8835
411,758.368,0.0445745,-2.91141
412,770.703,0.0366734,-2.94168
413,783.238,0.0487248,-2.95244
414,795.978,0.0423582,-3.11626
415,808.924,0.044915,-3.10237
416,822.082,0.0386454,-3.14521
417,835.453,0.0472234,-3.26571
418,849.042,0.0483324,-3.28768
419,862.851,0.0535522,-3.25376
420,876.886,0.0581066,-3.36736
421,891.148,0.0531616,-3.47435
422,905.643,0.067954,-3.47261
423,920.373,0.0705522,-3.56164
424,935.343,0.080514,-3.68987
425,950.557,0.0773803,-3.69171
426,966.017,0.0766744,-3.79478
427,981.73,0.0753538,-3.86698
428,997.698,0.0886602,-3.89021
429,1013.93,0.0930883,-3.96581
430,1030.42,0.0990455,-3.9785
431,1047.18,0.0954129,-4.04211
432,1064.21,0.106524,-4.1521
433,1081.52,0.108645,-4.21011
434,1099.11,0.11749,-4.29386
435,1116.99,0.126479,-4.37804
436,1135.15,0.12706,-4.46058
437,1153.62,0.131957,-4.47697
438,1172.38,0.139647,-4.59081
439,1191.45,0.144511,-4.66057
440,1210.83,0.146303,-4.72486
441,1230.52,0.155838,-4.80523
442,1250.54,0.15454,-4.96571
443,1270.88,0.171905,-5.02938
444,1291.55,0.173506,-5.15496
445,1312.56,0.188809,-5.19961
446,1333.91,0.189984,-5.31992
447,1355.6,0.198534,-5.32393
448,1377.65,0.209311,-5.46323
449,1400.06,0.223521,-5.5857
450,1422.83,0.216596,-5.67122
451,1445.97,0.227712,-5.721
452,1469.49,0.241426,-5.82753
453,1493.39,0.254282,-6.02882
454,1517.68,0.254685,-6.10067
455,1542.37,0.276409,-6.22853
456,1567.46,0.273843,-6.33239
457,1592.95,0.28529,-6.4537
458,1618.86,0.307694,-6.4612
459,1645.19,0.308668,-6.6836
460,1671.95,0.335673,-6.78938
461,1699.14,0.342765,-6.99289
462,1726.78,0.362597,-6.93679
463,1754.87,0.359167,-7.00556
464,1783.41,0.373772,-7.33096
465,1812.42,0.39738,-7.46948
466,1841.9,0.415905,-7.56797
467,1871.86,0.407775,-7.78968
468,1902.3,0.431788,-7.88673
469,1933.24,0.443421,-7.98596
470,1964.69,0.482653,-8.08987
471,1996.64,0.489244,-8.31036
472,2029.12,0.494094,-8.5608
473,2062.12,0.50319,-8.71038
474,2095.66,0.552951,-8.77734
475,2129.75,0.586582,-8.88373
476,2164.39,0.586148,-9.27109
477,2199.59,0.626264,-9.20587
478,2235.37,0.623973,-9.47196
479,2271.73,0.649029,-9.78053
480,2308.68,0.661573,-10.0704
481,2346.23,0.704652,-10.1794
482,2384.39,0.751873,-10.2652
483,2423.17,0.744424,-10.7224
484,2462.59,0.782275,-10.7396
485,2502.64,0.821765,-11.2112
486,2543.35,0.839755,-11.0648
487,2584.71,0.864592,-11.6012
488,2626.75,0.891827,-11.7702
489,2669.48,0.932322,-11.6593
490,2712.9,0.968376,-12.47
491,2757.02,0.983691,-12.6717
492,2801.87,1.01279,-12.8133
493,2847.44,1.05695,-12.9925
494,2893.75,1.11096,-13.287
495,2940.82,1.14296,-13.5748
496,2988.65,1.16224,-13.6119
497,3037.26,1.21261,-14.5633
498,3086.66,1.26116,-14.882
499,3136.87,1.31262,-15.2185
500,3187.89,1.31606,-15.3261
501,3239.74,1.45305,-15.3246
502,3292.44,1.44869,-16.316
503,3345.99,1.46826,-16.631
504,3400.41,1.52127,-16.4765
505,3455.72,1.67795,-17.321
506,3511.93,1.75147,-17.2562
507,3569.05,1.74231,-18.0102
508,3627.1,1.78181,-18.4346
509,3686.1,1.8844,-18.8246
510,3746.05,1.88387,-19.4086
511,3806.98,2.05676,-19.7452
512,3868.9,1.98373,-20.5906
513,3931.83,2.06898,-21.4832
514,3995.78,2.20528,-21.5196
515,4060.77,2.26619,-22.307
516,4126.82,2.30623,-22.7134
517,4193.94,2.5251,-22.957
518,4262.16,2.58265,-23.2606
519,4331.48,2.59813,-24.9386
520,4401.94,2.6415,-25.6092
521,4473.53,2.87561,-25.5944
522,4546.3,3.04583,-26.6884
523,4620.24,2.94354,-28.1095
524,4695.39,3.1957,-28.7775
525,4771.76,3.2275,-28.587
526,4849.37,3.27528,-30.3127
527,4928.25,3.32344,-32.1853
528,5008.41,3.51375,-32.0724
529,5089.87,3.67503,-33.9482
530,5172.66,3.62579,-34.8085
531,5256.79,3.83562,-36.0585
532,5342.29,3.97043,-37.8631
533,5429.19,4.07497,-38.0381
534,5517.49,4.13799,-40.4115
535,5607.23,4.28606,-40.7914
536,5698.44,4.4017,-43.2125
537,5791.12,4.68383,-44.8206
538,5885.32,4.69708,-46.3252
539,5981.04,4.6512,-48.2443
540,6078.32,4.94245,-50.3784
541,6177.19,4.86093,-52.7916
542,6277.66,5.15331,-54.7196
543,6379.77,5.05045,-56.7551
544,6483.53,5.31903,-59.5606
545,6588.99,5.45004,-62.021
546,6696.16,5.34602,-65.133
547,6805.07,5.51897,-68.2857
548,6915.76,5.35711,-70.9675
549,7028.24,5.13147,-74.3702
550,7142.56,5.23083,-77.7918
551,7258.73,5.09417,-82.0651
552,7376.8,5.02017,-84.5638
553,7496.78,4.92974,-88.2623
554,7618.72,4.67889,-92.5428
555,7742.64,4.35755,-95.2471
556,7868.57,3.97831,-97.6704
557,7996.55,3.67744,-102.08
558,8126.62,3.2607,-105.587
559,8258.8,3.06436,-108.629
560,8393.13,2.62738,-110.943
561,8529.64,2.00189,-113.207
562,8668.38,1.67383,-116.175
563,8809.37,1.35986,-118.269
564,8952.66,1.01567,-121.268
565,9098.27,0.395981,-122.128
566,9246.26,0.161773,-124.323
567,9396.65,-0.342632,-126.647
568,9549.49,-0.761743,-127.041
569,9704.81,-1.04252,-128.975
570,9862.66,-1.39586,-129.453
571,10023.1,-1.73445,-131.919
572,10186.1,-2.12008,-132.929
573,10351.8,-2.41174,-133.985
574,10520.2,-2.8046,-135.223
575,10691.3,-3.2026,-136.539
576,10865.2,-3.48787,-137.348
577,11041.9,-3.8705,-138.144
578,11221.5,-4.157,-139.164
579,11404,-4.46734,-139.942
580,11589.5,-4.76951,-140.969
581,11778,-5.1387,-141.796
582,11969.6,-5.50215,-142.763
583,12164.2,-5.73185,-143.373
584,12362.1,-6.06117,-143.973
585,12563.2,-6.38287,-144.857
586,12767.5,-6.72227,-145.313
587,12975.2,-7.14631,-145.357
588,13186.2,-7.39883,-146.167
589,13400.7,-7.71706,-146.698
590,13618.7,-7.99135,-147.549
591,13840.2,-8.31632,-148.047
592,14065.3,-8.59216,-148.388
593,14294,-8.83639,-148.745
594,14526.5,-9.21192,-149.564
595,14762.8,-9.48383,-149.868
596,15002.9,-9.75683,-150.558
597,15247,-10.0288,-150.995
598,15495,-10.2994,-151.512
599,15747,-10.5793,-151.956
600,16003.1,-10.8731,-152.019
601,16263.4,-11.1874,-152.881
602,16527.9,-11.3992,-153.33
603,16796.7,-11.6778,-153.776
604,17069.9,-11.9575,-154.206
605,17347.6,-12.2009,-154.67
606,17629.8,-12.5016,-155.192
607,17916.5,-12.7967,-155.614
608,18207.9,-13.0903,-155.853
609,18504.1,-13.2939,-156.213
610,18805,-13.5888,-156.7
611,19110.9,-13.8478,-157.305
612,19421.7,-14.1635,-157.533
613,19737.6,-14.3991,-157.706
614,20058.7,-14.6006,-158.122
615,20384.9,-14.9191,-158.485
616,20716.5,-15.1897,-159.044
617,21053.5,-15.4721,-159.524
618,21395.9,-15.725,-159.668
619,21743.9,-15.9301,-159.523
620,22097.6,-16.2306,-159.908
621,22457,-16.5112,-160.405
622,22822.2,-16.7965,-160.462
623,23193.5,-17.0361,-161.057
624,23570.7,-17.3612,-161.531
625,23954.1,-17.5759,-161.45
626,24343.7,-17.8654,-161.858
627,24739.6,-18.0802,-162.443
628,25142,-18.4255,-162.308
629,25551,-18.6531,-162.573
630,25966.6,-18.9314,-162.949
631,26388.9,-19.2529,-163.181
632,26818.1,-19.4813,-163.684
633,27254.3,-19.7451,-163.511
634,27697.6,-20.0096,-164.012
635,28148.1,-20.2779,-164.156
636,28606,-20.5625,-164.759
637,29071.2,-20.8586,-164.814
638,29544.1,-21.0634,-164.531
639,30024.6,-21.316,-164.847
640,30513,-21.5852,-165.224
641,31009.3,-21.8996,-165.176
642,31513.6,-22.1313,-165.512
643,32026.2,-22.4401,-165.549
644,32547.1,-22.6975,-165.71
645,33076.5,-22.9934,-166.295
646,33614.5,-23.2305,-166.478
647,34161.2,-23.5564,-166.465
648,34716.9,-23.7513,-166.525
649,35281.5,-24.072,-167.034
650,35855.4,-24.2973,-166.706
651,36438.6,-24.5968,-166.676
652,37031.3,-24.8797,-167.205
653,37633.6,-25.1496,-167.321
654,38245.7,-25.4032,-167.6
655,38867.8,-25.7125,-167.438
656,39500,-25.9689,-167.973
657,40142.4,-26.1976,-167.658
658,40795.3,-26.5195,-167.973
659,41458.9,-26.7727,-168.135
660,42133.2,-27.0354,-168.174
661,42818.5,-27.2873,-168.581
662,43515,-27.5475,-168.217
663,44222.7,-27.905,-168.632
664,44942,-28.1378,-168.799
665,45673,-28.4721,-168.859
666,46415.9,-28.7051,-168.845
667,47170.8,-28.9524,-168.951
668,47938.1,-29.2319,-169.146
669,48717.8,-29.5397,-169.151
670,49510.2,-29.8653,-169.191
671,50315.5,-30.1152,-169.074
672,51133.9,-30.3836,-169.416
673,51965.6,-30.6311,-169.507
674,52810.8,-30.9419,-169.36
675,53669.8,-31.2303,-169.548
676,54542.7,-31.4541,-169.644
677,55429.9,-31.7658,-169.68
678,56331.4,-32.0327,-169.875
679,57247.7,-32.3305,-169.744
680,58178.8,-32.6491,-170.023
681,59125.1,-32.8683,-170.207
682,60086.8,-33.1578,-170.152
683,61064.1,-33.3708,-170.136
684,62057.3,-33.714,-170.078
685,63066.7,-34.0218,-170.373
686,64092.4,-34.2404,-170.278
687,65134.9,-34.5709,-170.107
688,66194.3,-34.8112,-170.452
689,67271,-35.0637,-170.335
690,68365.2,-35.3598,-170.668
691,69477.1,-35.613,-170.418
692,70607.2,-35.9693,-170.585
693,71755.6,-36.1671,-170.55
694,72922.7,-36.4318,-170.826
695,74108.8,-36.826,-170.521
696,75314.2,-37.041,-170.537
697,76539.2,-37.3228,-170.587
698,77784.1,-37.5912,-171.161
699,79049.3,-37.9072,-170.534
700,80335,-38.1168,-170.911
701,81641.7,-38.5102,-171.14
702,82969.6,-38.747,-170.889
703,84319.1,-39.0922,-170.691
704,85690.6,-39.2923,-171.371
705,87084.3,-39.614,-171.151
706,88500.7,-39.9036,-170.664
707,89940.2,-40.1714,-170.892
708,91403.1,-40.4022,-171.039
709,92889.8,-40.6839,-170.516
710,94400.6,-41.0088,-171.151
711,95936.1,-41.3816,-171.066
712,97496.5,-41.6504,-170.817
713,99082.3,-41.8449,-170.828
714,100694,-42.2028,-171.161
715,102332,-42.4428,-170.884
716,103996,-42.788,-170.345
717,105688,-43.018,-170.663
718,107407,-43.3775,-170.938
719,109154,-43.6501,-170.695
720,110929,-43.9871,-171.444
721,112733,-44.2119,-171.14
722,114567,-44.5006,-171.19
723,116430,-44.7566,-171.006
724,118324,-45.039,-171.065
725,120249,-45.419,-171.417
726,122204,-45.704,-171.217
727,124192,-46.036,-171.552
728,126212,-46.2354,-171.165
729,128265,-46.4988,-171.201
730,130351,-46.8065,-171.47
731,132471,-47.0692,-171.371
